StationCode,Lat,Lon,WaterLevel_m_bgl,Datetime
W205257075064701,20.8825,75.113056,3.45,Post-monsoon_2022
W205130075013001,20.858333,75.025,3.2,Post-monsoon_2022
W210519075023201,21.088102,75.039773,0.9,Post-monsoon_2022
W204702075031001,20.783889,75.052778,4.7,Post-monsoon_2022
W211221075345501,21.205833,75.581944,32.5,Post-monsoon_2022
W204458075100601,20.745522,75.170431,1.5,Post-monsoon_2022
W205330074581001,20.892862,74.969436,2.5,Post-monsoon_2022
W211012075415501,21.17,75.698611,11.0,Post-monsoon_2022
W211300075330501,21.215878,75.5514,25.0,Post-monsoon_2022
W210935075415501,21.159722,75.698611,35.7,Post-monsoon_2022
W211017075374501,21.171389,75.629167,29.8,Post-monsoon_2022
W211000075513501,21.166667,75.859722,55.0,Post-monsoon_2022
W211303075543501,21.218056,75.905278,24.0,Post-monsoon_2022
W211532075501801,21.26187,75.933959,16.0,Post-monsoon_2022
W211547075542001,21.261962,75.90776,3.8,Post-monsoon_2022
W211229075530001,21.208056,75.883333,24.5,Post-monsoon_2022
W210900075560001,21.171194,75.927771,32.5,Post-monsoon_2022
W211448076021701,21.246667,76.038056,16.9,Post-monsoon_2022
W211818076065701,21.305,76.115833,3.7,Post-monsoon_2022
W211830076000301,21.241781,76.106737,12.8,Post-monsoon_2022
W211755075592301,21.298611,75.989722,0.1,Post-monsoon_2022
W211530076032501,21.257289,76.060319,6.3,Post-monsoon_2022
W211450076020401,21.247222,76.034444,12.1,Post-monsoon_2022
W210820075581001,21.138889,75.969444,4.7,Post-monsoon_2022
W205445075023401,20.914371,75.042226,2.4,Post-monsoon_2022
DAUPZ1213003,27.0283,76.3778,29.2,Post-monsoon_2022
DAUPZ2122051,26.8319,76.327,18.5,Post-monsoon_2022
DAUPZ2122039,26.9336,76.3828,13.7,Post-monsoon_2022
220411,25.15724,80.72933,11.81,Post-monsoon_2022
220456,25.11773,80.67344,7.5,Post-monsoon_2022
220451,25.1475,80.75829,6.79,Post-monsoon_2022
220450,25.13502,80.74363,2.03,Post-monsoon_2022
220458,25.23912,80.69406,3.44,Post-monsoon_2022
220441,25.21379,80.79021,6.8,Post-monsoon_2022
220452,25.18483,80.86051,19.57,Post-monsoon_2022
220459,25.254,80.708,8.36,Post-monsoon_2022
220404,25.26528,80.83361,3.2,Post-monsoon_2022
W251230080553001,25.20833,80.925,5.19,Post-monsoon_2022
220415,25.2925,80.84722,0.87,Post-monsoon_2022
220413,25.18083,80.87472,4.36,Post-monsoon_2022
220432,25.16674,80.83243,4.2,Post-monsoon_2022
140633,25.7511,80.51294,17.53,Post-monsoon_2022
140614,25.70333,80.37944,17.23,Post-monsoon_2022
140630,25.69246,80.42251,26.03,Post-monsoon_2022
220434,25.26417,80.99889,0.8,Post-monsoon_2022
220421,25.20704,80.85704,16.17,Post-monsoon_2022
220463,25.20516,80.81978,6.59,Post-monsoon_2022
220454,25.1301,80.6964,8.97,Post-monsoon_2022
220515,25.24194,81.09139,2.68,Post-monsoon_2022
220440,25.282,80.921,19.2,Post-monsoon_2022
220436,25.267,80.835,3.79,Post-monsoon_2022
220414,25.2,80.89361,0.58,Post-monsoon_2022
220442,25.189,80.823,8.15,Post-monsoon_2022
220461,25.222,80.884,3.72,Post-monsoon_2022
220435,25.223,80.913,6.05,Post-monsoon_2022
220448,25.21796,80.71,8.08,Post-monsoon_2022
220462,25.18221,81.02195,8.03,Post-monsoon_2022
220455,25.197,81.00658,12.04,Post-monsoon_2022
220428,25.193,81.011,14.3,Post-monsoon_2022
220457,25.17892,80.68587,8.0,Post-monsoon_2022
220453,25.1945,80.82973,9.94,Post-monsoon_2022
220443,25.20347,80.88494,0.75,Post-monsoon_2022
220460,25.23686,80.75435,2.6,Post-monsoon_2022
220447,25.21556,80.83345,5.31,Post-monsoon_2022
220449,25.22883,80.78617,2.63,Post-monsoon_2022
140615,25.70083,80.46,24.14,Post-monsoon_2022
140622,25.75961,80.42532,19.64,Post-monsoon_2022
140628,25.74301,80.43469,21.99,Post-monsoon_2022
140625,25.65916,80.65916,21.36,Post-monsoon_2022
140732,25.31141,80.70327,3.9,Post-monsoon_2022
140735,25.28907,80.63119,0.75,Post-monsoon_2022
W250737080235201,25.12694,80.39778,4.08,Post-monsoon_2022
140721,25.12745,80.40231,4.65,Post-monsoon_2022
W250806080233601,25.135,80.39333,6.87,Post-monsoon_2022
140738,25.08421,80.58886,2.6,Post-monsoon_2022
140737,25.14435,80.42018,5.3,Post-monsoon_2022
140736,25.07544,80.60621,4.0,Post-monsoon_2022
140722,25.18076,80.43521,18.22,Post-monsoon_2022
140725,25.22112,80.65115,7.4,Post-monsoon_2022
140731,25.28619,80.69027,7.2,Post-monsoon_2022
140727,25.14452,80.55187,2.7,Post-monsoon_2022
140730,25.11025,80.49557,4.9,Post-monsoon_2022
140719,25.12554,80.37396,6.54,Post-monsoon_2022
140734,25.14701,80.66234,5.7,Post-monsoon_2022
W251430080390001,25.24167,80.65,4.18,Post-monsoon_2022
140705,25.10667,80.48889,3.75,Post-monsoon_2022
140724,25.29803,80.72803,7.8,Post-monsoon_2022
W251330081022501,25.225,81.04028,9.46,Post-monsoon_2022
140720,25.12519,80.41928,2.62,Post-monsoon_2022
140711,25.1019,80.51573,5.7,Post-monsoon_2022
140626,25.73427,80.40697,25.44,Post-monsoon_2022
140627,25.70846,80.56846,25.39,Post-monsoon_2022
140629,25.73334,80.5042,20.37,Post-monsoon_2022
140624,25.66133,80.47627,12.49,Post-monsoon_2022
140602,25.68611,80.61528,22.25,Post-monsoon_2022
140632,25.65498,80.43243,19.41,Post-monsoon_2022
140631,25.73234,80.37475,23.69,Post-monsoon_2022
140620,25.55623,80.47703,10.4,Post-monsoon_2022
140619,25.69556,80.50111,16.73,Post-monsoon_2022
140604,25.76694,80.53333,17.45,Post-monsoon_2022
140601,25.645,80.33222,3.65,Post-monsoon_2022
140713,25.2358,80.5549,1.7,Post-monsoon_2022
140712,25.07096,80.37141,2.8,Post-monsoon_2022
140709,25.03861,80.33722,0.5,Post-monsoon_2022
140733,25.2828,80.66738,1.9,Post-monsoon_2022
140723,25.21021,80.59006,8.2,Post-monsoon_2022
140726,25.21587,80.64214,3.5,Post-monsoon_2022
140728,25.11342,80.56863,5.2,Post-monsoon_2022
140710,25.0017,80.46639,3.1,Post-monsoon_2022
220513,25.06528,81.09694,0.85,Post-monsoon_2022
220509,25.21194,81.0225,3.45,Post-monsoon_2022
220232,25.32209,81.17904,11.1,Post-monsoon_2022
220230,25.35144,81.18461,6.3,Post-monsoon_2022
220228,25.26947,81.29788,6.0,Post-monsoon_2022
220235,25.34399,81.1509,10.0,Post-monsoon_2022
220227,25.30102,81.29299,14.43,Post-monsoon_2022
220231,25.2713,81.32542,12.6,Post-monsoon_2022
220229,25.33136,81.14679,3.6,Post-monsoon_2022
220233,25.32557,81.30802,13.5,Post-monsoon_2022
220234,25.33025,81.19043,12.0,Post-monsoon_2022
220225,25.29329,81.16242,0.68,Post-monsoon_2022
220226,25.31709,81.22375,7.44,Post-monsoon_2022
220223,25.24639,81.17194,10.85,Post-monsoon_2022
220213,25.36028,81.15333,3.32,Post-monsoon_2022
W251342081090001,25.22833,81.15,7.54,Post-monsoon_2022
220201,25.37361,81.14699,2.2,Post-monsoon_2022
220222,25.31169,81.24822,0.68,Post-monsoon_2022
220206,25.29444,81.19944,10.2,Post-monsoon_2022
220205,25.27853,81.24481,15.38,Post-monsoon_2022
220220,25.349,81.127,11.85,Post-monsoon_2022
220210,25.365,81.151,12.5,Post-monsoon_2022
340331,25.68894,80.0352,13.1,Post-monsoon_2022
340329,25.64686,80.1016,24.1,Post-monsoon_2022
340321,25.73661,80.27462,21.65,Post-monsoon_2022
340333,25.70844,80.03506,2.1,Post-monsoon_2022
340316,25.62876,80.16314,10.55,Post-monsoon_2022
340322,25.71578,80.32802,21.56,Post-monsoon_2022
340330,25.62225,80.07079,23.64,Post-monsoon_2022
340327,25.65158,80.126,28.7,Post-monsoon_2022
340323,25.704,80.29987,24.0,Post-monsoon_2022
340317,25.66124,80.0127,10.83,Post-monsoon_2022
340310,25.54667,80.10389,1.8,Post-monsoon_2022
340306,25.66444,79.97472,2.5,Post-monsoon_2022
340401,25.71333,80.19472,0.5,Post-monsoon_2022
W253854079583601,25.64833,79.97667,1.14,Post-monsoon_2022
W253350080040401,25.56389,80.06778,3.98,Post-monsoon_2022
340304,25.66083,80.03167,3.4,Post-monsoon_2022
220204,25.282,81.205,9.3,Post-monsoon_2022
220133,25.254,81.332,9.29,Post-monsoon_2022
220141,25.2405,81.40499,10.3,Post-monsoon_2022
220132,25.3202,81.3775,12.01,Post-monsoon_2022
220128,25.29729,81.33015,14.1,Post-monsoon_2022
220527,25.0771,81.09529,5.85,Post-monsoon_2022
W250400081060001,25.06667,81.1,1.6,Post-monsoon_2022
220528,25.02481,81.18689,10.3,Post-monsoon_2022
220531,24.998,81.172,11.5,Post-monsoon_2022
220529,24.99501,81.11711,3.97,Post-monsoon_2022
220523,24.98677,81.08204,9.99,Post-monsoon_2022
220533,25.00256,80.87509,5.56,Post-monsoon_2022
220521,25.0152,80.95621,7.42,Post-monsoon_2022
220524,25.04656,81.11074,1.95,Post-monsoon_2022
220522,25.005,80.99586,11.46,Post-monsoon_2022
220530,24.98337,81.15608,14.91,Post-monsoon_2022
220519,25.00462,80.90349,14.11,Post-monsoon_2022
220526,25.01773,81.10431,9.98,Post-monsoon_2022
220532,25.06058,81.13909,8.0,Post-monsoon_2022
220520,25.02424,80.94938,2.69,Post-monsoon_2022
220514,25.23413,81.08456,8.2,Post-monsoon_2022
220511,25.06528,81.09694,6.85,Post-monsoon_2022
220534,25.01942,80.89221,4.1,Post-monsoon_2022
W251455081034501,25.24861,81.0625,4.72,Post-monsoon_2022
220501,25.161,81.032,13.69,Post-monsoon_2022
220525,25.196,81.021,16.5,Post-monsoon_2022
220142,25.26393,81.38548,11.9,Post-monsoon_2022
220134,25.14921,81.46799,3.7,Post-monsoon_2022
220120,25.306,81.369,11.34,Post-monsoon_2022
220139,25.24603,81.41526,16.86,Post-monsoon_2022
220140,25.28694,81.32112,7.96,Post-monsoon_2022
220135,25.16146,81.44483,1.2,Post-monsoon_2022
220138,25.23066,81.34799,4.05,Post-monsoon_2022
220110,25.27028,81.31639,18.1,Post-monsoon_2022
220137,25.22511,81.38467,11.23,Post-monsoon_2022
220143,25.31676,81.39306,15.6,Post-monsoon_2022
220101,25.14043,81.45594,2.58,Post-monsoon_2022
220136,25.22023,81.375,11.1,Post-monsoon_2022
220115,25.24361,81.3275,4.89,Post-monsoon_2022
220119,25.18989,81.50608,2.3,Post-monsoon_2022
220125,25.23361,81.26944,12.09,Post-monsoon_2022
220121,25.2195,81.46927,9.7,Post-monsoon_2022
220111,25.20703,81.31764,9.29,Post-monsoon_2022
220508,25.083,81.132,8.64,Post-monsoon_2022
140703,25.10667,80.48889,2.75,Post-monsoon_2022
W251637080332401,25.27694,80.55667,2.78,Post-monsoon_2022
140234,25.408,80.479,11.15,Post-monsoon_2022
110122,29.05116,77.23985,11.1,Post-monsoon_2022
110106,29.03902,77.256,11.55,Post-monsoon_2022
110124,29.0411,77.18906,10.92,Post-monsoon_2022
110140,28.94072,77.27526,23.0,Post-monsoon_2022
110112,28.96222,77.23194,14.8,Post-monsoon_2022
110147,29.02765,77.23304,15.85,Post-monsoon_2022
110125,29.06085,77.18935,14.15,Post-monsoon_2022
110114,29.01417,77.27,9.15,Post-monsoon_2022
110143,28.98248,77.27317,16.38,Post-monsoon_2022
110129,28.91452,77.23964,14.05,Post-monsoon_2022
110149,28.9812,77.20382,6.42,Post-monsoon_2022
110146,28.97913,77.2897,17.8,Post-monsoon_2022
110148,29.00231,77.20267,10.02,Post-monsoon_2022
110109,28.96306,77.30417,20.45,Post-monsoon_2022
110108,29.00694,77.23972,17.3,Post-monsoon_2022
110107,29.03889,77.23528,21.89,Post-monsoon_2022
110142,28.90896,77.3,26.25,Post-monsoon_2022
110110,28.995,77.25389,13.95,Post-monsoon_2022
W285705077250501,28.95139,77.41806,26.17,Post-monsoon_2022
110635,28.92308,77.35403,28.85,Post-monsoon_2022
110611,28.91389,77.33056,23.8,Post-monsoon_2022
110643,28.90035,77.39475,22.85,Post-monsoon_2022
110644,28.97334,77.36287,25.6,Post-monsoon_2022
110650,28.94769,77.44289,30.85,Post-monsoon_2022
110649,28.98024,77.34779,27.35,Post-monsoon_2022
110641,28.9245,77.43594,9.9,Post-monsoon_2022
110628,28.99814,77.3583,22.95,Post-monsoon_2022
110634,28.93511,77.38781,27.8,Post-monsoon_2022
110647,28.95693,77.33616,23.85,Post-monsoon_2022
110606,28.95667,77.33583,23.2,Post-monsoon_2022
110604,28.87528,77.38917,16.8,Post-monsoon_2022
110629,29.00541,77.33538,21.65,Post-monsoon_2022
110639,28.94104,77.31202,25.35,Post-monsoon_2022
110633,28.98187,77.32294,18.35,Post-monsoon_2022
110624,29.00576,77.40472,24.6,Post-monsoon_2022
110603,29.00388,77.41358,22.45,Post-monsoon_2022
110601,28.95434,77.44744,8.9,Post-monsoon_2022
110127,29.04777,77.18764,12.45,Post-monsoon_2022
110137,29.01008,77.32119,19.76,Post-monsoon_2022
110131,29.04326,77.31409,19.47,Post-monsoon_2022
110145,29.00747,77.303,14.1,Post-monsoon_2022
SIKARWL_253,27.7226,75.8952,6.85,Post-monsoon_2022
SKRPZ1415021,27.8865,75.9523,28.96,Post-monsoon_2022
SIKARWL_292,27.6146,75.7453,19.96,Post-monsoon_2022
SKRPZ0405004,27.6525,75.8686,16.1,Post-monsoon_2022
SIKARWL_274,27.6568,75.807,21.45,Post-monsoon_2022
SKRPZ1415025,27.6256,75.7937,59.54,Post-monsoon_2022
SKRPZ1415024,27.7576,75.8571,25.22,Post-monsoon_2022
SKRPZ1415022,27.6947,75.6325,37.53,Post-monsoon_2022
SIKARWL_241,27.6528,75.7072,50.62,Post-monsoon_2022
SIKARWL_404,27.4126,75.8397,51.15,Post-monsoon_2022
SIKARWL_289,27.641,75.914,13.16,Post-monsoon_2022
SIKARWL_N19,27.474,75.9078,7.04,Post-monsoon_2022
SKRPZ1415019,27.5036,75.9117,19.62,Post-monsoon_2022
SKRPZ1415011,27.5272,75.87,8.58,Post-monsoon_2022
SKRPZ1415010,27.5042,75.9011,18.6,Post-monsoon_2022
SKRPZ1415029,27.4043,75.7555,67.23,Post-monsoon_2022
SIKARWL_257,27.5708,75.8403,21.57,Post-monsoon_2022
SIKARWL_N24,27.8306,75.9728,20.7,Post-monsoon_2022
110630,29.00616,77.36618,26.85,Post-monsoon_2022
SIKARWL_N18,27.7277,75.9898,19.96,Post-monsoon_2022
SIKARWL_N21,27.7711,75.9572,25.36,Post-monsoon_2022
110136,29.01549,77.34035,25.6,Post-monsoon_2022
110104,28.94443,77.30328,8.53,Post-monsoon_2022
110144,28.948,77.30065,17.6,Post-monsoon_2022
110126,29.01937,77.20496,12.2,Post-monsoon_2022
110105,29.03902,77.256,11.84,Post-monsoon_2022
110135,29.03211,77.29673,13.1,Post-monsoon_2022
110103,29.03056,77.33194,25.96,Post-monsoon_2022
110141,28.93836,77.28547,23.1,Post-monsoon_2022
110134,28.99896,77.31282,15.65,Post-monsoon_2022
110132,29.02601,77.30966,16.8,Post-monsoon_2022
110123,29.0421,77.21272,15.78,Post-monsoon_2022
110133,29.01831,77.29837,14.12,Post-monsoon_2022
480636,28.97007,77.2848,21.6,Post-monsoon_2022
110128,28.97165,77.25309,18.66,Post-monsoon_2022
110139,28.93178,77.26631,23.93,Post-monsoon_2022
110138,28.98362,77.30116,16.7,Post-monsoon_2022
SIKARWL_N26,27.7422,75.9547,20.7,Post-monsoon_2022
SKRPZ1415023,27.7674,76.0331,25.46,Post-monsoon_2022
110605,28.92028,77.40167,22.69,Post-monsoon_2022
110636,28.92294,77.39957,23.8,Post-monsoon_2022
110623,28.9946,77.39606,27.35,Post-monsoon_2022
140210,25.35639,80.49278,3.0,Post-monsoon_2022
140208,25.39028,80.51056,5.91,Post-monsoon_2022
140247,25.3441,80.32706,15.3,Post-monsoon_2022
140237,25.27275,80.42201,0.77,Post-monsoon_2022
W251140080285401,25.19444,80.48167,1.79,Post-monsoon_2022
140233,25.34556,80.41528,1.85,Post-monsoon_2022
140223,25.24361,80.47306,0.85,Post-monsoon_2022
140514,25.871,80.401,24.57,Post-monsoon_2022
140503,25.85,80.42778,11.38,Post-monsoon_2022
140511,25.82861,80.32389,18.7,Post-monsoon_2022
140509,25.82861,80.32389,8.5,Post-monsoon_2022
140507,25.833,80.371,24.36,Post-monsoon_2022
140517,25.80037,80.44328,22.85,Post-monsoon_2022
140502,25.80262,80.43075,22.1,Post-monsoon_2022
140520,25.81312,80.29355,27.9,Post-monsoon_2022
140519,25.89027,80.36137,19.68,Post-monsoon_2022
140211,25.26528,80.42889,4.9,Post-monsoon_2022
140516,25.8264,80.34111,28.73,Post-monsoon_2022
140212,25.25861,80.43083,4.62,Post-monsoon_2022
140246,25.3213,80.36923,6.15,Post-monsoon_2022
140219,25.36528,80.46861,0.2,Post-monsoon_2022
W252220080283001,25.37222,80.475,0.15,Post-monsoon_2022
140204,25.2725,80.47278,1.2,Post-monsoon_2022
140241,25.26357,80.4498,1.5,Post-monsoon_2022
140243,25.29082,80.36556,5.54,Post-monsoon_2022
140242,25.35764,80.42303,4.5,Post-monsoon_2022
140236,25.27187,80.44857,0.87,Post-monsoon_2022
140239,25.29273,80.40833,3.05,Post-monsoon_2022
140238,25.24683,80.41244,10.31,Post-monsoon_2022
140215,25.24066,80.41407,0.85,Post-monsoon_2022
140214,25.24574,80.43213,0.7,Post-monsoon_2022
140206,25.24167,80.38472,27.6,Post-monsoon_2022
140221,25.2575,80.37417,7.15,Post-monsoon_2022
140240,25.17654,80.49311,3.45,Post-monsoon_2022
140218,25.2725,80.39,4.15,Post-monsoon_2022
140244,25.29573,80.34115,16.44,Post-monsoon_2022
140245,25.29923,80.35845,10.92,Post-monsoon_2022
140216,25.28528,80.40778,5.8,Post-monsoon_2022
340326,25.72944,80.06851,1.25,Post-monsoon_2022
140510,25.77388,80.34864,15.45,Post-monsoon_2022
140123,25.5325,80.35278,4.0,Post-monsoon_2022
110638,28.92219,77.38149,26.85,Post-monsoon_2022
110608,28.935,77.45306,10.44,Post-monsoon_2022
110626,29.01573,77.39665,24.35,Post-monsoon_2022
110625,28.96811,77.40444,26.05,Post-monsoon_2022
110632,28.91805,77.36856,23.6,Post-monsoon_2022
110646,28.98037,77.43338,22.6,Post-monsoon_2022
110642,28.90844,77.31186,26.9,Post-monsoon_2022
110637,28.93376,77.35525,25.65,Post-monsoon_2022
110627,29.0219,77.3826,25.35,Post-monsoon_2022
110622,28.97107,77.38915,26.92,Post-monsoon_2022
110613,28.93639,77.36972,28.39,Post-monsoon_2022
110648,28.88949,77.36097,26.65,Post-monsoon_2022
110607,28.89496,77.36202,24.85,Post-monsoon_2022
110631,28.94183,77.38741,29.35,Post-monsoon_2022
110645,29.01319,77.44512,19.1,Post-monsoon_2022
110614,29.00887,77.44147,14.31,Post-monsoon_2022
110640,28.91044,77.38769,27.7,Post-monsoon_2022
W252900080191501,25.48333,80.32083,12.38,Post-monsoon_2022
140518,25.80405,80.47383,15.88,Post-monsoon_2022
140109,25.46722,80.28972,2.05,Post-monsoon_2022
140111,25.4675,80.38444,0.96,Post-monsoon_2022
140122,25.52056,80.39333,0.4,Post-monsoon_2022
140108,25.44861,80.45722,1.1,Post-monsoon_2022
140120,25.42083,80.43111,1.15,Post-monsoon_2022
140117,25.49,80.444,7.0,Post-monsoon_2022
140116,25.48028,80.43778,0.78,Post-monsoon_2022
140112,25.55306,80.39583,8.2,Post-monsoon_2022
140106,25.44333,80.39002,3.7,Post-monsoon_2022
140138,25.5559,80.26348,15.0,Post-monsoon_2022
140137,25.44385,80.15979,5.3,Post-monsoon_2022
140132,25.61007,80.32051,12.46,Post-monsoon_2022
140131,25.50235,80.35638,2.96,Post-monsoon_2022
140128,25.45389,80.21194,14.65,Post-monsoon_2022
140139,25.43144,80.24973,3.2,Post-monsoon_2022
140133,25.4808,80.23678,14.2,Post-monsoon_2022
140134,25.42391,80.25304,3.8,Post-monsoon_2022
140136,25.39719,80.18579,3.4,Post-monsoon_2022
140135,25.35883,80.11589,2.8,Post-monsoon_2022
140126,25.41889,80.36139,3.3,Post-monsoon_2022
340324,25.75085,80.05766,15.9,Post-monsoon_2022
340332,25.65102,80.14845,21.63,Post-monsoon_2022
340325,25.59969,80.19027,15.5,Post-monsoon_2022
550424,28.85361,77.79312,19.45,Post-monsoon_2022
W284725077453501,28.79028,77.75972,21.8,Post-monsoon_2022
550423,28.78936,77.7591,19.45,Post-monsoon_2022
550411,28.78427,77.75602,20.6,Post-monsoon_2022
550430,28.84522,77.83934,22.28,Post-monsoon_2022
520418P,28.85417,77.7625,25.7,Post-monsoon_2022
520417P,28.85417,77.7625,20.6,Post-monsoon_2022
550426,28.82158,77.76931,23.26,Post-monsoon_2022
520416P,28.85417,77.7625,21.01,Post-monsoon_2022
550431,28.85731,77.7708,22.28,Post-monsoon_2022
550429,28.76987,77.77444,21.5,Post-monsoon_2022
550427,28.83699,77.77047,23.15,Post-monsoon_2022
550433,28.83264,77.79044,19.28,Post-monsoon_2022
550407,28.82869,77.79167,22.28,Post-monsoon_2022
550432,28.81323,77.83032,21.9,Post-monsoon_2022
550401,28.8425,77.82056,22.91,Post-monsoon_2022
550415,28.85417,77.7625,25.1,Post-monsoon_2022
550912,28.89957,77.78934,20.9,Post-monsoon_2022
550410,28.88343,77.78826,20.84,Post-monsoon_2022
550421,28.81823,77.75037,23.35,Post-monsoon_2022
550925,28.9871,77.79017,20.55,Post-monsoon_2022
550915,28.9953,77.78919,20.05,Post-monsoon_2022
550924,29.03264,77.81297,21.4,Post-monsoon_2022
550928,29.02605,77.81484,21.98,Post-monsoon_2022
550905,28.93861,77.78944,22.71,Post-monsoon_2022
550904,28.9525,77.77972,23.74,Post-monsoon_2022
550903,28.98,77.80889,22.66,Post-monsoon_2022
550933,28.91184,77.81383,20.85,Post-monsoon_2022
550902,29.03639,77.77472,18.83,Post-monsoon_2022
550911,28.90364,77.80148,21.35,Post-monsoon_2022
550941,28.91361,77.77624,20.53,Post-monsoon_2022
520920P,28.95027,77.76601,22.28,Post-monsoon_2022
520919P,28.95199,77.76629,21.23,Post-monsoon_2022
550414,28.875,77.728,24.02,Post-monsoon_2022
550425,28.80068,77.71519,19.7,Post-monsoon_2022
550428,28.87845,77.76756,22.26,Post-monsoon_2022
550422,28.79631,77.74748,23.9,Post-monsoon_2022
550434,28.86582,77.78925,21.4,Post-monsoon_2022
550402,28.85199,77.73829,16.58,Post-monsoon_2022
510118,25.34417,79.48722,4.3,Post-monsoon_2022
510124,25.33584,79.3675,8.9,Post-monsoon_2022
510263,25.10314,79.83971,3.95,Post-monsoon_2022
510256,25.31172,79.98968,3.6,Post-monsoon_2022
510258,25.39044,79.89564,3.5,Post-monsoon_2022
510265,25.14655,79.66612,4.15,Post-monsoon_2022
510254,25.35841,79.99896,2.91,Post-monsoon_2022
510266,25.14477,79.6359,11.2,Post-monsoon_2022
510204,25.32722,79.92722,0.84,Post-monsoon_2022
510255,25.34521,79.92781,2.85,Post-monsoon_2022
510262,25.12942,79.82226,12.3,Post-monsoon_2022
510267,25.34135,79.97018,1.5,Post-monsoon_2022
510260,25.26327,79.93484,7.45,Post-monsoon_2022
510261,25.15784,79.8449,8.2,Post-monsoon_2022
510259,25.37057,79.89183,44.3,Post-monsoon_2022
510249,25.30514,79.85354,1.3,Post-monsoon_2022
510248,25.26765,79.865,1.68,Post-monsoon_2022
510250,25.29371,79.89247,4.6,Post-monsoon_2022
510304,25.19427,79.77905,3.22,Post-monsoon_2022
510213,25.419,80.044,4.84,Post-monsoon_2022
550926,28.99404,77.78472,22.64,Post-monsoon_2022
510257,25.32405,79.94938,0.7,Post-monsoon_2022
510245,25.196,79.771,2.68,Post-monsoon_2022
510126,25.35816,79.37248,5.6,Post-monsoon_2022
510127,25.31143,79.38122,10.94,Post-monsoon_2022
510109,25.31419,79.36714,3.4,Post-monsoon_2022
W251852079211802,25.31444,79.355,3.08,Post-monsoon_2022
510108,25.42806,79.46833,3.93,Post-monsoon_2022
510129,25.39902,79.36231,7.2,Post-monsoon_2022
510125,25.34077,79.37624,6.8,Post-monsoon_2022
510128,25.35817,79.30168,4.6,Post-monsoon_2022
W252112079180501,25.35333,79.30139,4.56,Post-monsoon_2022
510130,25.47152,79.46635,7.3,Post-monsoon_2022
510113,25.4086,79.46989,6.56,Post-monsoon_2022
510123,25.29151,79.35387,6.7,Post-monsoon_2022
510110,25.38365,79.46035,13.85,Post-monsoon_2022
510131,25.44062,79.49416,5.9,Post-monsoon_2022
W252458079293701,25.41611,79.49361,9.49,Post-monsoon_2022
510121,25.37517,79.46848,20.08,Post-monsoon_2022
510112,25.41194,79.41472,5.3,Post-monsoon_2022
510264,25.17593,79.73494,7.34,Post-monsoon_2022
550940,28.91768,77.78281,23.75,Post-monsoon_2022
550939,28.92297,77.77972,23.75,Post-monsoon_2022
550907,28.94184,77.7644,21.75,Post-monsoon_2022
580231,29.24655,77.52727,19.3,Post-monsoon_2022
580232,29.28415,77.53844,21.5,Post-monsoon_2022
580238,29.29291,77.35314,29.8,Post-monsoon_2022
580245,29.32023,77.42183,35.8,Post-monsoon_2022
580228,29.20257,77.49962,17.22,Post-monsoon_2022
580219,29.23529,77.44709,26.23,Post-monsoon_2022
580225,29.24305,77.5025,21.85,Post-monsoon_2022
580204,29.32,77.458,29.76,Post-monsoon_2022
580235,29.31551,77.40516,32.0,Post-monsoon_2022
580226,29.23299,77.5148,15.25,Post-monsoon_2022
580221,29.23054,77.48382,25.75,Post-monsoon_2022
580256,29.25697,77.40077,35.1,Post-monsoon_2022
580247,29.34284,77.44582,31.8,Post-monsoon_2022
580240,29.34619,77.38039,33.0,Post-monsoon_2022
580243,29.36171,77.41239,32.25,Post-monsoon_2022
580251,29.3412,77.48469,23.12,Post-monsoon_2022
580244,29.35913,77.39231,32.25,Post-monsoon_2022
580250,29.30568,77.47936,25.3,Post-monsoon_2022
580258,29.26843,77.37449,34.0,Post-monsoon_2022
580201,29.3,77.408,29.82,Post-monsoon_2022
580259,29.26207,77.45182,31.1,Post-monsoon_2022
670221,29.37875,77.32596,23.51,Post-monsoon_2022
670225,29.3812,77.31386,25.43,Post-monsoon_2022
670219,29.33498,77.31139,25.45,Post-monsoon_2022
670220,29.35955,77.32525,23.6,Post-monsoon_2022
670227,29.35788,77.34643,28.64,Post-monsoon_2022
670226,29.34993,77.33132,24.43,Post-monsoon_2022
670222,29.33449,77.32158,26.46,Post-monsoon_2022
670224,29.39223,77.28257,20.44,Post-monsoon_2022
670218,29.32851,77.31165,25.42,Post-monsoon_2022
670216,29.30033,77.34096,30.38,Post-monsoon_2022
670223,29.38611,77.30264,22.95,Post-monsoon_2022
580214,29.34861,77.29778,17.26,Post-monsoon_2022
580234,29.32047,77.50777,20.9,Post-monsoon_2022
580229,29.27066,77.5176,22.13,Post-monsoon_2022
580224,29.25795,77.49829,21.56,Post-monsoon_2022
580230,29.26925,77.5315,23.7,Post-monsoon_2022
580254,29.37152,77.49228,15.6,Post-monsoon_2022
580241,29.33599,77.35547,29.0,Post-monsoon_2022
510233,25.41598,79.98033,3.15,Post-monsoon_2022
580237,29.29459,77.37898,32.32,Post-monsoon_2022
580220,29.22793,77.46783,25.47,Post-monsoon_2022
550932,28.96772,77.82898,22.8,Post-monsoon_2022
550916,28.89812,77.82181,23.35,Post-monsoon_2022
550944,29.00237,77.79829,22.55,Post-monsoon_2022
550901,29.00862,77.81703,20.19,Post-monsoon_2022
